City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Bafq,IR,2023-01-03 15:09:54,31.6128,55.4107,46.89,33,0,2.95
279,San Francisco,US,2023-01-03 15:05:19,37.7749,-122.4194,49.1,92,100,10.36
280,Itacarambi,BR,2023-01-03 15:09:55,-15.1022,-44.0919,81.66,67,100,5.23
281,Muroto,JP,2023-01-03 15:09:55,33.2833,134.15,47.77,53,1,12.21
282,Lagoa,PT,2023-01-03 15:09:56,39.05,-27.9833,59.95,83,81,24.29
283,Atbasar,KZ,2023-01-03 15:09:56,51.8,68.3333,20.66,91,100,20.15
284,Matara,LK,2023-01-03 15:09:57,5.9485,80.5353,75.16,83,40,2.75
285,Takoradi,GH,2023-01-03 15:09:57,4.8845,-1.7554,84.0,63,92,9.6
286,Khash,IR,2023-01-03 15:09:57,28.2211,61.2158,44.78,24,18,7.87
287,Bontang,ID,2023-01-03 15:09:58,0.1333,117.5,79.38,81,98,0.16
288,Vila Franca Do Campo,PT,2023-01-03 15:09:58,37.7167,-25.4333,61.21,74,76,11.56
289,Winnemucca,US,2023-01-03 15:09:59,40.973,-117.7357,28.45,86,100,8.05
290,Ilulissat,GL,2023-01-03 15:09:59,69.2167,-51.1,-3.98,41,0,16.11
291,College,US,2023-01-03 15:09:59,64.8569,-147.8028,-0.08,82,40,0.0
292,Makakilo City,US,2023-01-03 15:10:00,21.3469,-158.0858,69.98,90,75,3.44
293,Troitskoye,RU,2023-01-03 15:10:01,52.9821,84.6757,14.38,83,47,7.4
294,Solwezi,ZM,2023-01-03 15:10:01,-12.1688,26.3894,67.77,91,71,1.1
295,Huoqiu,CN,2023-01-03 15:10:02,32.3394,116.2694,41.74,61,0,6.33
296,Fare,PF,2023-01-03 15:10:02,-16.7,-151.0167,81.32,70,81,17.4
297,Mareeba,AU,2023-01-03 15:10:03,-17.0,145.4333,72.45,98,100,1.25
298,Porto Walter,BR,2023-01-03 15:10:03,-8.2686,-72.7439,82.56,63,99,5.97
299,Prince Rupert,CA,2023-01-03 15:10:04,54.3161,-130.3201,36.16,88,100,7.18
300,Wahiawa,US,2023-01-03 15:10:04,21.5028,-158.0236,68.18,91,92,3.98
301,Rawson,AR,2023-01-03 15:10:05,-43.3002,-65.1023,73.98,31,33,18.54
302,Comodoro Rivadavia,AR,2023-01-03 15:10:05,-45.8667,-67.5,78.66,24,0,25.32
303,Bengkulu,ID,2023-01-03 15:10:06,-3.8004,102.2655,74.25,92,100,5.88
304,Touros,BR,2023-01-03 15:10:06,-5.1989,-35.4608,83.19,69,100,13.13
305,Araouane,ML,2023-01-03 15:10:07,18.9048,-3.5265,77.36,12,0,11.41
306,Bonavista,CA,2023-01-03 15:10:07,48.6499,-53.1147,31.08,79,94,11.43
307,Muros,ES,2023-01-03 15:10:08,42.7762,-9.0603,57.09,79,95,14.03
308,Tocopilla,CL,2023-01-03 15:10:08,-22.092,-70.1979,72.34,71,69,6.62
309,Evensk,RU,2023-01-03 15:10:09,61.95,159.2333,-1.57,64,91,10.76
310,Mutis,CO,2023-01-03 15:10:09,6.2262,-77.4044,78.42,82,87,0.92
311,Road Town,VG,2023-01-03 15:07:08,18.4167,-64.6167,80.64,74,20,9.22
312,Ocampo,MX,2023-01-03 15:10:10,21.65,-101.5,50.54,64,0,9.6
313,Sibolga,ID,2023-01-03 15:10:10,1.7427,98.7792,76.77,86,100,1.99
314,Kropotkin,RU,2023-01-03 15:10:11,45.4375,40.5756,48.02,69,11,6.85
315,Pitimbu,BR,2023-01-03 15:10:11,-7.4706,-34.8086,84.79,70,100,10.25
316,Te Anau,NZ,2023-01-03 15:10:12,-45.4167,167.7167,57.2,76,100,0.87
317,Singaraja,ID,2023-01-03 15:10:12,-8.112,115.0882,79.59,82,100,5.55
318,Sabha,LY,2023-01-03 15:10:13,27.0377,14.4283,63.86,34,0,9.15
319,Tura,IN,2023-01-03 15:10:14,25.5198,90.2201,57.63,68,0,3.53
320,Saint-Pierre,RE,2023-01-03 15:10:15,-21.3393,55.4781,82.08,69,75,13.8
321,Daryapur,IN,2023-01-03 15:10:15,20.9333,77.3333,71.98,41,30,7.56
322,Soledade,BR,2023-01-03 15:10:16,-28.8183,-52.5103,83.12,27,0,5.37
323,Saint-Francois,FR,2023-01-03 15:10:16,46.4154,3.9054,45.84,100,40,3.44
324,Guerrero Negro,MX,2023-01-03 15:05:36,27.9769,-114.0611,55.58,77,72,8.75
325,Charters Towers,AU,2023-01-03 15:10:17,-20.1,146.2667,73.89,81,85,7.02
326,Half Moon Bay,US,2023-01-03 15:10:17,37.4636,-122.4286,50.92,95,75,0.0
327,Rakaia,NZ,2023-01-03 15:10:14,-43.75,172.0167,60.22,94,100,9.46
328,Clarence Town,AU,2023-01-03 15:10:18,-32.5833,151.7833,71.94,96,4,1.97
329,Rabo De Peixe,PT,2023-01-03 15:10:19,37.8,-25.5833,60.31,77,75,13.8
330,Aklavik,CA,2023-01-03 15:10:19,68.2191,-135.0107,-7.89,99,95,4.45
331,Pergamino,AR,2023-01-03 15:06:48,-33.89,-60.5736,90.28,14,89,14.32
332,Ola,RU,2023-01-03 15:10:20,59.5833,151.2833,3.94,82,100,15.46
333,Pinawa,CA,2023-01-03 15:10:20,50.1489,-95.8811,-1.59,99,72,3.09
334,Denia,ES,2023-01-03 15:10:21,38.8408,0.1057,61.75,85,36,3.0
335,Yarensk,RU,2023-01-03 15:10:21,62.1675,49.0916,-0.29,99,100,3.22
336,Baykit,RU,2023-01-03 15:10:21,61.67,96.37,-20.18,100,71,3.38
337,Sabang,ID,2023-01-03 15:10:22,5.8933,95.3214,79.81,79,100,11.16
338,Okakarara,NA,2023-01-03 15:10:22,-20.5833,17.4333,87.46,30,80,11.43
339,Borba,BR,2023-01-03 15:10:23,-4.3878,-59.5939,81.75,82,91,1.05
340,Oranjemund,NA,2023-01-03 15:10:23,-28.55,16.4333,69.78,71,1,11.79
341,Sisimiut,GL,2023-01-03 15:10:24,66.9395,-53.6735,4.96,76,100,20.29
342,Port Lincoln,AU,2023-01-03 15:10:24,-34.7333,135.8667,59.4,68,12,17.05
343,Buala,SB,2023-01-03 15:10:25,-8.145,159.5921,79.97,82,89,9.31
344,Georgetown,MY,2023-01-03 15:10:25,5.4112,100.3354,82.33,90,20,0.0
345,Kloulklubed,PW,2023-01-03 15:10:26,7.0419,134.2556,81.1,78,100,16.71
346,Kralendijk,BQ,2023-01-03 15:10:26,12.15,-68.2667,82.38,74,75,17.27
347,Corinto,GR,2023-01-03 15:10:27,37.9407,22.9573,57.88,66,0,2.37
348,Fallon,US,2023-01-03 15:10:27,39.4735,-118.7774,26.47,93,100,4.61
349,Graham,US,2023-01-03 15:10:28,47.0529,-122.2943,38.97,93,100,1.01
350,Teteven,BG,2023-01-03 15:10:28,42.9167,24.2667,54.5,56,67,1.41
351,Katsuura,JP,2023-01-03 15:10:29,35.1333,140.3,44.37,47,31,9.55
352,Seoul,KR,2023-01-03 15:05:43,37.5683,126.9778,18.84,71,1,0.94
353,Cuiluan,CN,2023-01-03 15:10:29,47.72,128.648,-9.56,97,18,4.83
354,Fukue,JP,2023-01-03 15:10:30,32.6881,128.8419,47.62,61,7,20.42
355,Constantine,DZ,2023-01-03 15:09:18,36.365,6.6147,62.01,31,0,2.3
356,Saint-Joseph,RE,2023-01-03 15:10:31,-21.3667,55.6167,80.98,79,59,7.78
357,Kandrian,PG,2023-01-03 15:10:31,-6.2167,149.55,79.43,85,100,12.59
358,Bure,ET,2023-01-03 15:10:32,10.7,37.0667,69.12,35,67,0.29
359,Halifax,CA,2023-01-03 15:09:32,44.6453,-63.5724,41.22,80,93,1.99
360,Los Llanos De Aridane,ES,2023-01-03 15:10:32,28.6585,-17.9182,62.35,92,75,10.36
361,Tabou,CI,2023-01-03 15:10:33,4.423,-7.3528,84.07,61,45,10.07
362,Balkanabat,TM,2023-01-03 15:09:13,39.5108,54.3671,53.08,53,55,4.97
363,Joacaba,BR,2023-01-03 15:10:33,-27.1781,-51.5047,79.23,68,92,3.8
364,Koslan,RU,2023-01-03 15:10:34,63.4564,48.8989,-6.03,99,96,3.11
365,Whitehaven,GB,2023-01-03 15:10:34,54.549,-3.5841,47.86,100,100,18.01
366,Havoysund,NO,2023-01-03 15:10:35,70.9963,24.6622,28.63,75,100,13.13
367,Sars,RU,2023-01-03 15:10:36,56.5502,57.1366,16.23,95,100,9.35
368,Port Blair,IN,2023-01-03 15:10:37,11.6667,92.75,78.44,74,73,12.41
369,Turtas,RU,2023-01-03 15:10:37,58.9417,69.1325,18.72,93,100,8.72
370,Lensk,RU,2023-01-03 15:10:38,60.7253,114.9278,6.73,94,100,9.98
371,Damghan,IR,2023-01-03 15:10:38,36.1683,54.348,40.46,31,0,2.3
372,Agadez,NE,2023-01-03 15:10:38,19.75,10.25,68.09,23,100,9.28
373,Segou,ML,2023-01-03 15:10:39,13.4317,-6.2157,86.18,9,31,11.79
374,Ihosy,MG,2023-01-03 15:10:39,-22.4,46.1167,70.45,88,93,7.05
375,White Rock,CA,2023-01-03 15:09:51,49.0164,-122.8026,40.51,94,100,5.01
376,Shubarkuduk,KZ,2023-01-03 15:10:40,49.1447,56.4872,24.8,93,99,12.3
377,Morgan City,US,2023-01-03 15:10:41,29.6994,-91.2068,73.99,94,100,10.36
378,Doksy,CZ,2023-01-03 15:10:42,50.5647,14.6555,46.33,76,58,3.06
379,Barra Patuca,HN,2023-01-03 15:10:42,15.8,-84.2833,76.96,84,17,4.76
380,Komsomolskiy,UZ,2023-01-03 15:10:42,40.4272,71.7189,32.72,93,75,4.61
381,Nantucket,US,2023-01-03 15:10:24,41.2835,-70.0995,48.34,88,100,10.36
382,Kaeo,NZ,2023-01-03 15:10:43,-35.1,173.7833,65.32,95,100,18.97
383,Calinesti,RO,2023-01-03 15:10:44,44.8167,25.05,57.49,64,100,1.19
384,Itamaraca,BR,2023-01-03 15:10:44,-7.7478,-34.8256,84.25,68,100,8.5
385,Linhares,BR,2023-01-03 15:10:45,-19.3911,-40.0722,86.31,51,97,7.07
386,Vanimo,PG,2023-01-03 15:10:45,-2.6741,141.3028,78.35,86,88,2.75
387,Chepareria,KE,2023-01-03 15:10:45,1.3077,35.2039,68.31,62,64,6.53
388,Pimenta Bueno,BR,2023-01-03 15:07:55,-11.6725,-61.1936,75.51,92,100,4.32
389,Aksarayskiy,RU,2023-01-03 15:10:46,46.7924,48.0119,41.88,79,65,9.08
390,Puerto Carreno,CO,2023-01-03 15:10:47,6.189,-67.4859,88.48,49,53,8.21
391,Kuytun,RU,2023-01-03 15:10:47,54.3419,101.5036,-10.23,100,70,5.06
392,Linxia,CN,2023-01-03 15:10:48,35.6003,103.2064,24.42,50,76,1.36
393,Sault Sainte Marie,CA,2023-01-03 15:07:59,46.5168,-84.3333,34.09,86,100,3.44
394,Gerash,IR,2023-01-03 15:07:19,27.6652,54.1371,57.34,32,98,1.57
395,Wanning,CN,2023-01-03 15:10:48,18.8003,110.3967,64.22,85,94,10.22
396,Sola,VU,2023-01-03 15:10:49,-13.8833,167.55,79.84,84,100,20.15
397,Manacapuru,BR,2023-01-03 15:10:49,-3.2997,-60.6206,74.77,92,100,4.03
398,Ostersund,SE,2023-01-03 15:10:50,63.1792,14.6357,21.65,100,0,10.36
399,Brand-Erbisdorf,DE,2023-01-03 15:10:50,50.8667,13.3333,43.36,81,11,5.79
400,Kysyl-Syr,RU,2023-01-03 15:10:51,63.8986,122.7617,-7.91,99,100,4.76
401,Imbituba,BR,2023-01-03 15:10:51,-28.24,-48.6703,81.86,78,79,14.63
402,Padang,ID,2023-01-03 15:10:52,-0.9492,100.3543,77.05,87,100,2.33
403,Priiskovyy,RU,2023-01-03 15:10:52,51.9333,116.6333,-21.96,97,9,3.11
404,Husavik,IS,2023-01-03 15:10:53,66.0449,-17.3389,30.31,92,98,8.46
405,Aksarka,RU,2023-01-03 15:10:53,66.5606,67.7975,5.13,96,100,14.03
406,Porto Novo,BJ,2023-01-03 15:10:53,6.4965,2.6036,88.56,30,39,11.23
407,Poum,NC,2023-01-03 15:10:54,-20.2333,164.0167,77.52,70,5,8.77
408,Kruisfontein,ZA,2023-01-03 15:10:54,-34.0033,24.7314,78.89,53,42,11.52
409,Clyde River,CA,2023-01-03 15:10:55,70.4692,-68.5914,-21.77,69,100,16.11
410,Fuerte Olimpo,PY,2023-01-03 15:10:55,-21.0415,-57.8738,83.05,69,100,9.13
411,Dombarovskiy,RU,2023-01-03 15:10:56,50.7587,59.5386,23.25,88,100,19.77
412,Nalut,LY,2023-01-03 15:10:57,30.3333,10.85,63.23,34,3,5.86
413,Pulandian,CN,2023-01-03 15:10:58,39.3953,121.9669,18.46,61,11,2.95
414,Catuday,PH,2023-01-03 15:10:58,16.2923,119.8062,78.73,69,100,11.61
415,Samarai,PG,2023-01-03 15:10:59,-10.6167,150.6667,81.45,78,100,9.08
416,Smidovich,RU,2023-01-03 15:10:59,48.6,133.8167,-17.86,91,4,6.69
417,Alofi,NU,2023-01-03 15:07:26,-19.0595,-169.9187,78.26,71,91,9.55
418,Walvis Bay,NA,2023-01-03 15:11:00,-22.9575,14.5053,70.09,75,44,13.91
419,Killam,CA,2023-01-03 15:11:00,52.7834,-111.8518,12.29,88,22,7.65
420,Masallatah,LY,2023-01-03 15:11:01,32.6167,14.0,62.37,51,0,6.96
421,Asau,RO,2023-01-03 15:11:01,46.4333,26.4,51.28,78,12,0.31
422,Cockburn Town,TC,2023-01-03 15:11:02,21.4612,-71.1419,77.94,67,1,21.52
423,Mogadishu,SO,2023-01-03 15:11:02,2.0371,45.3438,80.24,72,6,22.84
424,Cam Ranh,VN,2023-01-03 15:11:03,11.9214,109.1591,76.96,73,40,20.71
425,Kudahuvadhoo,MV,2023-01-03 15:11:03,2.6708,72.8944,80.42,71,33,14.14
426,Jaciara,BR,2023-01-03 15:09:59,-15.9653,-54.9683,76.57,79,100,4.88
427,Trat,TH,2023-01-03 15:11:04,12.5,102.5,73.24,75,26,5.08
428,Puerto Escondido,MX,2023-01-03 15:11:04,15.85,-97.0667,79.63,83,20,9.22
429,Losevo,RU,2023-01-03 15:11:05,50.6767,40.045,44.28,86,100,15.73
430,Unai,BR,2023-01-03 15:11:05,-16.3575,-46.9061,82.72,58,100,4.41
431,Filadelfia,US,2023-01-03 15:06:44,39.9523,-75.1638,56.37,88,100,6.91
432,Ca Mau,VN,2023-01-03 15:11:06,9.1769,105.15,75.47,91,100,3.51
433,Xuddur,SO,2023-01-03 15:11:06,4.1213,43.8894,84.63,24,21,15.57
434,Schruns,AT,2023-01-03 15:11:07,47.0709,9.9475,38.28,100,100,2.44
435,Sainte-Rose,GP,2023-01-03 15:11:07,16.3324,-61.6979,80.64,69,75,16.11
436,Krasnyye Baki,RU,2023-01-03 15:11:08,57.131,45.1599,10.8,100,100,2.98
437,Iquique,CL,2023-01-03 15:10:46,-20.2208,-70.1431,73.44,68,31,6.06
438,Phalodi,IN,2023-01-03 15:11:08,27.1333,72.3667,57.9,23,3,9.95
439,Tromso,NO,2023-01-03 15:11:09,69.6496,18.957,30.22,74,75,5.75
440,Kamsack,CA,2023-01-03 15:11:09,51.5667,-101.9009,1.99,95,11,5.1
441,Vrangel,RU,2023-01-03 15:11:10,42.7297,133.0839,14.02,67,1,13.04
442,Alta Floresta,BR,2023-01-03 15:11:10,-9.8756,-56.0861,81.12,75,100,4.14
443,Tevriz,RU,2023-01-03 15:11:11,57.509,72.4042,16.57,92,100,10.92
444,Machilipatnam,IN,2023-01-03 15:11:11,16.1667,81.1333,75.81,73,59,10.07
445,Sur,OM,2023-01-03 15:11:12,22.5667,59.5289,71.8,46,42,16.93
446,Hobyo,SO,2023-01-03 15:11:12,5.3505,48.5268,78.58,72,2,21.9
447,Maragheh,IR,2023-01-03 15:11:13,37.3917,46.2398,28.67,64,0,4.61
448,Menomonie,US,2023-01-03 15:09:50,44.8755,-91.9193,32.04,100,100,11.5
449,Srednekolymsk,RU,2023-01-03 15:11:13,67.45,153.6833,-47.15,100,58,2.15
450,Manutuke,NZ,2023-01-03 15:11:14,-38.6833,177.9167,62.04,89,97,12.08
451,Axim,GH,2023-01-03 15:11:14,4.8699,-2.2405,84.54,61,82,10.74
452,Ust-Omchug,RU,2023-01-03 15:08:36,61.15,149.6333,-10.64,97,100,8.14
453,Arlit,NE,2023-01-03 15:11:15,18.7369,7.3853,78.85,11,80,8.68
454,Andenes,NO,2023-01-03 15:11:15,69.3143,16.1194,36.93,60,75,10.36
455,Atar,MR,2023-01-03 15:11:15,20.5169,-13.0499,82.9,12,0,10.63
456,Wewak,PG,2023-01-03 15:11:16,-3.5534,143.6268,79.07,86,92,8.77
457,Marsh Harbour,BS,2023-01-03 15:11:16,26.5412,-77.0636,75.29,75,10,12.19
458,Yulara,AU,2023-01-03 15:11:18,-25.2406,130.9889,71.17,67,100,13.13
459,Auki,SB,2023-01-03 15:11:18,-8.7676,160.7034,77.49,87,100,7.29
460,Porto Santo,PT,2023-01-03 15:11:19,33.072,-16.3415,64.78,59,40,17.27
461,Booue,GA,2023-01-03 15:11:19,-0.0921,11.9385,88.84,49,86,2.86
462,Naryan-Mar,RU,2023-01-03 15:11:20,67.6713,53.087,1.29,97,100,7.07
463,Razdolinsk,RU,2023-01-03 15:11:20,58.4211,94.6658,-2.45,100,100,1.3
464,Tirumullaivasal,IN,2023-01-03 15:11:21,11.2333,79.8333,76.21,76,4,10.65
465,Meget,RU,2023-01-03 15:11:21,52.415,104.0494,2.16,100,41,3.49
466,San Rafael,AR,2023-01-03 15:10:40,-34.6177,-68.3301,73.87,26,0,5.23
467,Barcelos,PT,2023-01-03 15:10:05,41.5388,-8.6151,59.14,67,24,3.65
468,Mporokoso,ZM,2023-01-03 15:11:22,-9.3727,30.125,71.46,81,56,0.65
469,West Bay,KY,2023-01-03 15:11:22,19.3667,-81.4167,82.47,83,20,6.91
470,Semey,KZ,2023-01-03 15:11:23,50.4111,80.2275,34.0,97,100,21.99
471,Kamskiye Polyany,RU,2023-01-03 15:11:23,55.4307,51.4171,23.81,99,98,4.74
472,Goba,ET,2023-01-03 15:11:24,7.0167,39.9833,54.3,43,50,3.98
473,Talcahuano,CL,2023-01-03 15:11:24,-36.7167,-73.1167,69.48,46,0,11.5
474,Paez,CO,2023-01-03 15:11:24,5.1011,-73.0512,73.13,64,97,4.09
475,Klyuchi,RU,2023-01-03 15:11:25,52.2667,79.1667,30.99,97,100,19.89
476,Tilichiki,RU,2023-01-03 15:11:25,60.4667,166.1,-19.84,93,5,10.71
477,Zharkent,KZ,2023-01-03 15:11:26,44.1628,80.0,26.53,82,100,6.31
478,Tramandai,BR,2023-01-03 15:11:26,-29.9847,-50.1336,78.01,63,4,11.9
479,Irbeyskoye,RU,2023-01-03 15:11:27,55.6428,95.4522,-6.02,100,54,2.42
480,Itarema,BR,2023-01-03 15:07:24,-2.9248,-39.9167,84.34,65,100,13.33
481,Jiazi,CN,2023-01-03 15:11:28,22.8779,116.067,58.96,82,73,21.56
482,Elban,RU,2023-01-03 15:11:28,50.1018,136.5094,-20.94,96,48,3.44
483,Grindavik,IS,2023-01-03 15:11:29,63.8424,-22.4338,30.67,59,75,10.36
484,Bernay,FR,2023-01-03 15:11:29,49.1667,0.6667,50.68,86,96,11.01
485,Geraldton,AU,2023-01-03 15:11:30,-28.7667,114.6,88.21,13,20,14.97
486,Kavaratti,IN,2023-01-03 15:11:30,10.5669,72.642,81.07,65,11,5.48
487,Belmonte,BR,2023-01-03 15:11:30,-15.8631,-38.8828,80.28,73,28,10.76
488,Ulladulla,AU,2023-01-03 15:11:31,-35.35,150.4667,63.52,94,100,8.19
489,Snezhnogorsk,RU,2023-01-03 15:11:31,69.1933,33.2531,-2.42,79,100,7.23
490,San Blas,MX,2023-01-03 15:11:32,21.5167,-105.2667,64.29,72,0,2.91
491,Bhag,PK,2023-01-03 15:11:32,29.0415,67.8239,59.18,16,0,2.08
492,Nioro,GM,2023-01-03 15:11:33,13.35,-15.75,96.73,9,83,8.41
493,Taltal,CL,2023-01-03 15:11:33,-25.4,-70.4833,70.14,71,2,7.27
494,Bam,IR,2023-01-03 15:11:34,29.106,58.357,49.06,20,85,3.04
495,Bukowno,PL,2023-01-03 15:11:34,50.2647,19.4596,46.35,83,88,4.23
496,Doha,QA,2023-01-03 15:11:35,25.2867,51.5333,64.38,82,71,8.05
497,Nandgaon,IN,2023-01-03 15:11:35,20.3167,74.65,71.62,36,38,9.04
498,Zapote,MX,2023-01-03 15:11:36,21.0667,-102.8,55.35,74,0,2.8
499,Chernaya Kholunitsa,RU,2023-01-03 15:11:36,58.8511,51.7154,-11.9,100,94,2.44
500,Dinguiraye,GN,2023-01-03 15:11:36,11.3,-10.7167,89.83,10,33,7.76
501,Williams Lake,CA,2023-01-03 15:11:37,52.1415,-122.1445,1.63,100,94,2.59
502,San Cristobal,VE,2023-01-03 15:07:16,7.7669,-72.225,64.58,53,17,3.56
503,Sabzevar,IR,2023-01-03 15:07:18,36.2126,57.6819,40.28,45,0,6.91
504,Murgab,TM,2023-01-03 15:11:39,37.4966,61.9714,51.69,25,100,2.15
505,Yaring,TH,2023-01-03 15:11:40,6.8662,101.3689,76.46,87,81,5.35
506,Atlantic City,US,2023-01-03 15:11:40,39.3643,-74.4229,58.17,87,75,11.5
507,Erenhot,CN,2023-01-03 15:11:41,43.6475,111.9767,12.42,62,11,7.74
508,Divnoye,RU,2023-01-03 15:11:41,45.9089,43.3547,47.75,67,9,8.72
509,Hirara,JP,2023-01-03 15:11:42,24.8,125.2833,66.63,79,100,29.84
510,Montepuez,MZ,2023-01-03 15:11:42,-13.1256,38.9997,78.13,75,97,4.09
511,Teya,RU,2023-01-03 15:11:42,60.3778,92.6267,5.31,98,100,2.08
512,Mugur-Aksy,RU,2023-01-03 15:11:43,50.35,90.5,-4.56,91,100,6.31
513,Yar-Sale,RU,2023-01-03 15:11:43,66.8333,70.8333,4.89,95,100,16.35
514,Manoel Urbano,BR,2023-01-03 15:11:44,-8.8389,-69.2597,87.67,52,71,6.38
515,Aracati,BR,2023-01-03 15:11:44,-4.5617,-37.7697,86.02,60,97,13.11
516,Rio Gallegos,AR,2023-01-03 15:11:45,-51.6226,-69.2181,60.85,23,20,39.12
517,Vinh,VN,2023-01-03 15:11:45,18.6667,105.6667,60.82,77,100,3.31
518,Cururupu,BR,2023-01-03 15:09:44,-1.8283,-44.8683,81.28,80,98,6.38
519,Ribeirao Pires,BR,2023-01-03 15:11:46,-23.7106,-46.4133,82.27,56,78,15.19
520,Slonim,BY,2023-01-03 15:11:47,53.0867,25.3219,40.62,67,48,16.17
521,Olafsvik,IS,2023-01-03 15:11:47,64.8945,-23.7142,31.77,60,100,11.3
522,Medicine Hat,CA,2023-01-03 15:08:27,50.0501,-110.6683,26.85,85,6,3.02
523,Puerto Leguizamo,CO,2023-01-03 15:11:48,-0.1934,-74.7819,86.49,53,50,5.41
524,Kallaste,EE,2023-01-03 15:11:48,58.655,27.1592,32.23,87,100,14.23
525,Songea,TZ,2023-01-03 15:11:48,-10.6833,35.65,73.92,65,93,3.33
526,Calabar,NG,2023-01-03 15:11:07,4.9517,8.322,95.14,29,10,6.69
527,Abbeville,FR,2023-01-03 15:11:49,50.1,1.8333,52.25,82,100,16.71
528,Dongsheng,CN,2023-01-03 15:11:50,39.8161,109.9776,16.65,45,0,8.66
529,Acarau,BR,2023-01-03 15:11:50,-2.8856,-40.12,83.97,66,100,14.09
530,Bosaso,SO,2023-01-03 15:11:51,11.2842,49.1816,77.22,73,13,11.86
531,Igrim,RU,2023-01-03 15:11:51,63.1906,64.4162,8.65,96,100,4.29
532,Susangerd,IR,2023-01-03 15:11:52,31.5608,48.1831,62.35,34,1,5.61
533,Santa Maria,BR,2023-01-03 15:11:52,-29.6842,-53.8069,87.75,24,0,7.58
534,Isilkul,RU,2023-01-03 15:11:52,54.9109,71.2728,22.21,95,100,12.77
535,Rypefjord,NO,2023-01-03 15:11:53,70.6333,23.6667,23.47,68,20,6.91
536,Krasnaya Gora,RU,2023-01-03 15:11:53,52.9995,31.6023,41.9,71,95,17.72
537,Vikramasingapuram,IN,2023-01-03 15:11:54,8.714,77.3893,75.34,77,77,2.28
538,Dawei,MM,2023-01-03 15:08:07,14.0833,98.2,75.07,70,41,4.9
539,Ler,SS,2023-01-03 15:11:54,8.3018,30.1418,91.71,22,12,3.02
540,Maykor,RU,2023-01-03 15:11:55,59.0059,55.88,5.43,93,100,9.04
541,Puri,IN,2023-01-03 15:11:55,19.8,85.85,72.12,71,14,13.13
542,Chapais,CA,2023-01-03 15:11:55,49.7834,-74.8492,24.58,95,96,8.21
543,Skopelos,GR,2023-01-03 15:11:56,39.1247,23.7247,54.81,82,0,0.0
544,Noumea,NC,2023-01-03 15:09:05,-22.2763,166.4572,71.58,80,20,5.19
545,Maltahohe,NA,2023-01-03 15:11:56,-24.8333,16.9833,79.47,37,100,20.83
546,Laje,BR,2023-01-03 15:11:58,-10.1833,-40.9667,86.38,47,94,6.38
547,Sterling,US,2023-01-03 15:08:47,39.0062,-77.4286,60.44,90,100,9.22
548,Dhidhdhoo,MV,2023-01-03 15:11:59,6.8833,73.1,80.76,61,1,11.95
549,Xining,CN,2023-01-03 15:11:59,36.6167,101.7667,24.06,39,100,3.15
550,Duvan,RU,2023-01-03 15:11:59,55.695,57.9024,19.99,91,89,11.88
551,Whitehorse,CA,2023-01-03 15:08:10,60.7161,-135.0538,12.09,95,52,4.88
552,Sao Jose Da Coroa Grande,BR,2023-01-03 15:12:00,-8.8978,-35.1478,83.71,64,100,11.05
553,Iwanai,JP,2023-01-03 15:12:00,42.9744,140.5089,20.71,80,100,21.9
554,Pundaguitan,PH,2023-01-03 15:12:01,6.3711,126.1689,80.24,79,100,13.02
555,Peniche,PT,2023-01-03 15:12:01,39.3558,-9.3811,60.08,64,3,7.76
556,Port-De-Bouc,FR,2023-01-03 15:12:02,43.4,4.9833,60.58,80,0,8.05
